actor,date,all_total,all_committed,all_paid,all_pc_paid,ngo_total,ngo_committed,ngo_paid,ngo_pc_paid,ngo_pc_of_total,ngo_pc_of_paid
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,11/30/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,12/7/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,12/14/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,12/21/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,12/28/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,12/31/2020,4627849,4627849,0,0,0,0,0,0,0,0
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,12/30/2020,4627849,4627849,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,1/6/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,1/13/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,1/20/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,1/27/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,2/3/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,2/10/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,2/17/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,2/24/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,3/2/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,3/9/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,3/16/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,3/23/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,3/30/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,4/6/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,4/13/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,4/20/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,4/27/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Sweden,5/4/2020,219453,0,219453,1,0,0,0,0,0,0
UNICEF National Committee/Sweden,5/11/2020,219453,0,219453,1,0,0,0,0,0,0
UNICEF National Committee/Sweden,5/18/2020,219453,0,219453,1,0,0,0,0,0,0
UNICEF National Committee/Sweden,5/25/2020,219453,0,219453,1,0,0,0,0,0,0
UNICEF National Committee/Sweden,6/1/2020,279475,0,279475,1,60022,0,60022,1,0.214766974,0.214766974
UNICEF National Committee/Sweden,6/8/2020,490423,0,490423,1,270970,0,270970,1,0.552523026,0.552523026
UNICEF National Committee/Sweden,6/15/2020,490423,0,490423,1,270970,0,270970,1,0.552523026,0.552523026
UNICEF National Committee/Sweden,6/22/2020,490423,0,490423,1,270970,0,270970,1,0.552523026,0.552523026
UNICEF National Committee/Sweden,6/29/2020,801895,0,801895,1,270970,0,270970,1,0.337912071,0.337912071
UNICEF National Committee/Sweden,7/6/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,7/13/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,7/20/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,7/27/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,8/3/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,8/10/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,8/17/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,8/24/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,8/31/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,9/7/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,9/14/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,9/21/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,9/28/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,10/5/2020,901895,0,901895,1,270970,0,270970,1,0.300445174,0.300445174
UNICEF National Committee/Sweden,10/12/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,10/19/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,10/26/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,11/2/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,11/9/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,11/16/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,11/23/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,11/30/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,12/7/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,12/14/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,12/21/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,12/28/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,12/31/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
UNICEF National Committee/Sweden,12/30/2020,1616374,0,1616374,1,985449,0,985449,1,0.609666451,0.609666451
"Monaco, Government of",1/6/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",1/13/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",1/20/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",1/27/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",2/3/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",2/10/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",2/17/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",2/24/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",3/2/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",3/9/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",3/16/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",3/23/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",3/30/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",4/6/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",4/13/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",4/20/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",4/27/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",5/4/2020,0,0,0,0,0,0,0,0,0,0
"Monaco, Government of",5/11/2020,510316,510316,0,0,0,0,0,0,0,0
"Monaco, Government of",5/18/2020,510316,510316,0,0,0,0,0,0,0,0
"Monaco, Government of",5/25/2020,510316,510316,0,0,0,0,0,0,0,0
"Monaco, Government of",6/1/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",6/8/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",6/15/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",6/22/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",6/29/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",7/6/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",7/13/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",7/20/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",7/27/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",8/3/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",8/10/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",8/17/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",8/24/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",8/31/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",9/7/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",9/14/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",9/21/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",9/28/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",10/5/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",10/12/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",10/19/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",10/26/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",11/2/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",11/9/2020,610771,510316,100455,0.164472445,0,0,0,0,0,0
"Monaco, Government of",11/16/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",11/23/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",11/30/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",12/7/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",12/14/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",12/21/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",12/28/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",12/31/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"Monaco, Government of",12/30/2020,628397,527942,100455,0.159859134,0,0,0,0,0,0
"France, Government of",1/6/2020,0,0,0,0,0,0,0,0,0,0
"France, Government of",1/13/2020,0,0,0,0,0,0,0,0,0,0
"France, Government of",1/20/2020,0,0,0,0,0,0,0,0,0,0
"France, Government of",1/27/2020,0,0,0,0,0,0,0,0,0,0
"France, Government of",2/3/2020,57400,57400,0,0,0,0,0,0,0,0
"France, Government of",2/10/2020,57400,57400,0,0,0,0,0,0,0,0
"France, Government of",2/17/2020,57400,57400,0,0,0,0,0,0,0,0
"France, Government of",2/24/2020,57400,57400,0,0,0,0,0,0,0,0
"France, Government of",3/2/2020,898901,898901,0,0,0,0,0,0,0,0
"France, Government of",3/9/2020,898901,898901,0,0,0,0,0,0,0,0
"France, Government of",3/16/2020,898901,898901,0,0,0,0,0,0,0,0
"France, Government of",3/23/2020,898901,898901,0,0,0,0,0,0,0,0
"France, Government of",3/30/2020,1381465,898901,482564,0.349313229,0,0,0,0,0,0
"France, Government of",4/6/2020,1381465,898901,482564,0.349313229,0,0,0,0,0,0
"France, Government of",4/13/2020,1381465,898901,482564,0.349313229,0,0,0,0,0,0
"France, Government of",4/20/2020,1381465,898901,482564,0.349313229,0,0,0,0,0,0
"France, Government of",4/27/2020,1381465,898901,482564,0.349313229,0,0,0,0,0,0
"France, Government of",5/4/2020,1381465,898901,482564,0.349313229,0,0,0,0,0,0
"France, Government of",5/11/2020,1381465,898901,482564,0.349313229,0,0,0,0,0,0
"France, Government of",5/18/2020,2521815,898901,1622914,0.643549983,0,0,0,0,0,0
"France, Government of",5/25/2020,2521815,898901,1622914,0.643549983,0,0,0,0,0,0
"France, Government of",6/1/2020,2521815,898901,1622914,0.643549983,0,0,0,0,0,0
"France, Government of",6/8/2020,2521815,898901,1622914,0.643549983,0,0,0,0,0,0
"France, Government of",6/15/2020,2521815,898901,1622914,0.643549983,0,0,0,0,0,0
"France, Government of",6/22/2020,4797642,898901,3898741,0.812636916,0,0,0,0,0,0
"France, Government of",6/29/2020,4797642,898901,3898741,0.812636916,0,0,0,0,0,0
"France, Government of",7/6/2020,4797642,898901,3898741,0.812636916,0,0,0,0,0,0
"France, Government of",7/13/2020,4797642,898901,3898741,0.812636916,0,0,0,0,0,0
"France, Government of",7/20/2020,8906819,5008078,3898741,0.43772541,4109177,4109177,0,0,0.461351802,0
"France, Government of",7/27/2020,8906819,5008078,3898741,0.43772541,4109177,4109177,0,0,0.461351802,0
"France, Government of",8/3/2020,12763804,5008078,7755726,0.60763437,4674788,4109177,565611,0.120991797,0.366253509,0.072928182
"France, Government of",8/10/2020,12763804,5008078,7755726,0.60763437,4674788,4109177,565611,0.120991797,0.366253509,0.072928182
"France, Government of",8/17/2020,14073544,5008078,9065466,0.644149476,4674788,4109177,565611,0.120991797,0.3321685,0.062391829
"France, Government of",8/24/2020,14073544,5008078,9065466,0.644149476,4674788,4109177,565611,0.120991797,0.3321685,0.062391829
"France, Government of",8/31/2020,14073544,5008078,9065466,0.644149476,4674788,4109177,565611,0.120991797,0.3321685,0.062391829
"France, Government of",9/7/2020,14073544,5008078,9065466,0.644149476,4674788,4109177,565611,0.120991797,0.3321685,0.062391829
"France, Government of",9/14/2020,17250015,8184549,9065466,0.525533804,4674788,4109177,565611,0.120991797,0.271001967,0.062391829
"France, Government of",9/21/2020,17250015,8184549,9065466,0.525533804,4674788,4109177,565611,0.120991797,0.271001967,0.062391829
"France, Government of",9/28/2020,17250015,8184549,9065466,0.525533804,4674788,4109177,565611,0.120991797,0.271001967,0.062391829
"France, Government of",10/5/2020,17250015,8184549,9065466,0.525533804,4674788,4109177,565611,0.120991797,0.271001967,0.062391829
"France, Government of",10/12/2020,19525328,10459862,9065466,0.464292636,4674788,4109177,565611,0.120991797,0.23942174,0.062391829
"France, Government of",10/19/2020,19525328,10459862,9065466,0.464292636,4674788,4109177,565611,0.120991797,0.23942174,0.062391829
"France, Government of",10/26/2020,21298451,12232985,9065466,0.425639686,4674788,4109177,565611,0.120991797,0.219489577,0.062391829
"France, Government of",11/2/2020,22429673,13364207,9065466,0.404172901,5806010,5240399,565611,0.097418193,0.258853974,0.062391829
"France, Government of",11/9/2020,22646717,13581251,9065466,0.400299346,5806010,5240399,565611,0.097418193,0.256373142,0.062391829
"France, Government of",11/16/2020,22646717,13581251,9065466,0.400299346,5806010,5240399,565611,0.097418193,0.256373142,0.062391829
"France, Government of",11/23/2020,33139056,24073590,9065466,0.273558366,13950595,13384984,565611,0.040543862,0.420971406,0.062391829
"France, Government of",11/30/2020,33491582,24426116,9065466,0.270678943,14303121,13737510,565611,0.039544586,0.427066151,0.062391829
"France, Government of",12/7/2020,33491582,24426116,9065466,0.270678943,14303121,13737510,565611,0.039544586,0.427066151,0.062391829
"France, Government of",12/14/2020,33491582,24426116,9065466,0.270678943,14303121,13737510,565611,0.039544586,0.427066151,0.062391829
"France, Government of",12/21/2020,33491582,24426116,9065466,0.270678943,14303121,13737510,565611,0.039544586,0.427066151,0.062391829
"France, Government of",12/28/2020,33491582,24426116,9065466,0.270678943,14303121,13737510,565611,0.039544586,0.427066151,0.062391829
"France, Government of",12/31/2020,33491582,24426116,9065466,0.270678943,14303121,13737510,565611,0.039544586,0.427066151,0.062391829
"France, Government of",12/30/2020,33491582,24426116,9065466,0.270678943,14303121,13737510,565611,0.039544586,0.427066151,0.062391829
"Slovenia, Government of",1/6/2020,54289,54289,0,0,0,0,0,0,0,0
"Slovenia, Government of",1/13/2020,54289,54289,0,0,0,0,0,0,0,0
"Slovenia, Government of",1/20/2020,54289,54289,0,0,0,0,0,0,0,0
"Slovenia, Government of",1/27/2020,54289,54289,0,0,0,0,0,0,0,0
"Slovenia, Government of",2/3/2020,54289,54289,0,0,0,0,0,0,0,0
"Slovenia, Government of",2/10/2020,54289,54289,0,0,0,0,0,0,0,0
"Slovenia, Government of",2/17/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",2/24/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",3/2/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",3/9/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",3/16/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",3/23/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",3/30/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",4/6/2020,132056,132056,0,0,77767,77767,0,0,0.588894106,0
"Slovenia, Government of",4/13/2020,540307,540307,0,0,486018,486018,0,0,0.899521938,0
"Slovenia, Government of",4/20/2020,540307,540307,0,0,486018,486018,0,0,0.899521938,0
"Slovenia, Government of",4/27/2020,540307,540307,0,0,486018,486018,0,0,0.899521938,0
"Slovenia, Government of",5/4/2020,540307,540307,0,0,486018,486018,0,0,0.899521938,0
"Slovenia, Government of",5/11/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",5/18/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",5/25/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",6/1/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",6/8/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",6/15/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",6/22/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",6/29/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",7/6/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",7/13/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",7/20/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",7/27/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",8/3/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",8/10/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",8/17/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",8/24/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",8/31/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",9/7/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",9/14/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",9/21/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",9/28/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",10/5/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",10/12/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",10/19/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",10/26/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",11/2/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",11/9/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",11/16/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",11/23/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",11/30/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",12/7/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",12/14/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",12/21/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",12/28/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",12/31/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
"Slovenia, Government of",12/30/2020,584950,540307,44643,0.076319344,486018,486018,0,0,0.830871015,0
